date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:26:28	52090/52090	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Oct%202021%2020:26:26%20GMT	http://afia-competitions.fr/les-nuits-de-linfo/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-21.html	(from http://afia-competitions.fr/)
22:26:29	2978/2978	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2013:59:22%20GMT	http://afia-competitions.fr/wp-includes/js/dist/vendor/wp-polyfill-object-fit.min.js?ver=2.3.4	/home/kodizh/mennadou/httrack/afia-competitions/web/images/wp-polyfill-object-fit.min531b.js	(from http://afia-competitions.fr/)
22:26:29	6979/6979	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2009%20Sep%202021%2004:40:43%20GMT	http://afia-competitions.fr/wp-includes/js/dist/hooks.min.js?ver=d0188aa6c336f8bb426fe5318b7f5b72	/home/kodizh/mennadou/httrack/afia-competitions/web/images/hooks.minc5c2.js	(from http://afia-competitions.fr/)
22:26:30	39025/39025	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Oct%202021%2020:26:28%20GMT	http://afia-competitions.fr/contact/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-22.html	(from http://afia-competitions.fr/)
22:26:31	10198/10198	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2009%20Sep%202021%2004:40:43%20GMT	http://afia-competitions.fr/wp-includes/js/dist/i18n.min.js?ver=6ae7d829c963a7d8856558f3f9b32b43	/home/kodizh/mennadou/httrack/afia-competitions/web/images/i18n.min802d.js	(from http://afia-competitions.fr/)
22:26:31	39542/39542	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Oct%202021%2020:26:29%20GMT	http://afia-competitions.fr/2020-Introduction/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-23.html	(from http://afia-competitions.fr/)
22:26:31	36754/36754	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Oct%202021%2020:26:29%20GMT	http://afia-competitions.fr/2020-Informations-Pratiques/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-24.html	(from http://afia-competitions.fr/)
22:26:33	72805/72805	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2013:59:22%20GMT	http://afia-competitions.fr/wp-includes/js/dist/vendor/lodash.min.js?ver=4.17.21	/home/kodizh/mennadou/httrack/afia-competitions/web/images/lodash.mind1d1.js	(from http://afia-competitions.fr/)
22:26:33	8670/8670	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2009%20Sep%202021%2004:40:43%20GMT	http://afia-competitions.fr/wp-includes/js/dist/url.min.js?ver=b2a17503b1ff42b789ce34b159a311cf	/home/kodizh/mennadou/httrack/afia-competitions/web/images/url.min6168.js	(from http://afia-competitions.fr/)
22:26:33	12365/12365	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2009%20Sep%202021%2004:40:43%20GMT	http://afia-competitions.fr/wp-includes/js/dist/api-fetch.min.js?ver=25cbf3644d200bdc5cab50e7966b5b03	/home/kodizh/mennadou/httrack/afia-competitions/web/images/api-fetch.minaef8.js	(from http://afia-competitions.fr/)
22:26:34	1/1	---MC-	400	error ('Bad%20Request')	text/html	date:Fri,%2029%20Oct%202021%2020:26:34%20GMT	http://afia-competitions.fr/wp-admin/admin-ajax.php?action=rest-nonce	/home/kodizh/mennadou/httrack/afia-competitions/web/images/admin-ajax.2bf809.delayed	(from http://afia-competitions.fr/)
